question,intent
참견 말아줄래,신경꺼
참견 하지 마,신경꺼
관심 끄라고 하고 싶다,신경꺼
이상한 사람이 자꾸 쳐다봐,신경쓰임
시선이 신경쓰여,신경쓰임
왜 날 쳐다보지,신경쓰임
아까부터 나 쳐다보는 느낌이야,신경쓰임
그 사람 시선이 신경 쓰여,신경쓰임
시선이 너무 신경 쓰여,신경쓰임
날 쳐다보는 기분이야,신경쓰임
너가 마치 날 쳐다보는 기분이야,신경쓰임
내 눈을 마주치고 있어,신경쓰임
눈을 마주쳐,신경쓰임
눈 마주치네,신경쓰임
눈 마주치고 있어,신경쓰임
걔랑 아까부터 눈 마주쳐서 시선 신경쓰여,신경쓰임
내 눈 계속 마주쳐,신경쓰임
눈 마주치기 싫은데,신경쓰임
시선 강탈,신경쓰임
아까부터 나 보고 있던데,신경쓰임
나 보고 있더라,신경쓰임
날 보는 것 같아,신경쓰임
너 보고 있더라,신경쓰임
널 보는 것 같아,신경쓰임
너 보는 것 같아서 신경 쓰이네,신경쓰임
왜 자꾸 날 쳐다보지,신경쓰임
아까부터 신경쓰여,신경쓰임
신경쓰여서 밥도 안 들어가,신경쓰임
신경 쓰여 죽겠네,신경쓰임
신경쓰인다 진짜,신경쓰임
신경 쓰여서 죽겠네,신경쓰임
신경쓰이네,신경쓰임
자꾸 날 쳐다보는 느낌이야,신경쓰임
다른 사람의 시선이 너무 신경쓰여,신경쓰임
신기한 일들이 많이 일어나,신기함
신기해,신기함
정말 신기하네,신기함
 신기해,신기함
너 신기하네,신기함
너 신기해,신기함
너 신기해서 그런 거야,신기함
너 진짜 신기하구나,신기함
너 진짜 신기해 어떻게 이래,신기함
신기하구나,신기함
신기하네,신기함
신기하다,신기함
어머 신기하네,신기함
어머 신기해서 그래,신기함
어머 진짜 신기하구나,신기함
와,신기함
와우,신기함
우와,신기함
워우,신기함
진짜 신기하구나 어떻게,신기함
진짜 신기하네,신기함
진짜 신기해,신기함
짱 신기하네,신기함
새 신발 샀어,신발
새 신발 선물 받았다,신발
새 운동화 사야지,신발
새 신발 샀는데 비와,신발
새 신발 신고 놀러 가야지,신발
새 신발 신고 좋은 곳 가야지,신발
새 신발 신었는데 비와,신발
신발 선물 받았어,신발
신발 새로 샀다,신발
운동화가 나을까 구두가 나을까,신발
운동화 신을까 구두 신을까,신발
운동화 새로 사야지,신발
실망 안시키면 좋겠다,실망
실망하지 않았으면 좋겠다,실망
나 많이 기대했는데,실망
이해 안되는구나,실수
소통 안돼,실수
소통 안되네,실수
아예 소통 불가능 하네,실수
실수했다,실수
실수한거 같아,실수
응 놓쳤어,실수
방금 말 다했니,실수
문맥,실수
무슨 말이야,실수
말을 잘 들으면 되겠네,실수
나 말 실수한 거 같아,실수
기억 안 나니,실수
별로네,실수
뭐래,실수
알아 듣지도 못하네,실수
어이가 없네,실수
문맥 이해 못하네,실수
이해 못했지,실수
뭐라는거야,실수
뭐라니,실수
헛소리 하지마,실수
도움이 안 되네,실수
도움이 안 돼,실수
뭐라는거야 정말,실수
이해 못 해,실수
너는 못가잖아,실수
너 진짜 쓰레기야,실수
뭔 소리야,실수
너 재수없어,실수
너 너무 별로다,실수
너 진짜 쓸모없다,실수
넌 쓸모없어,실수
너 때문에 시간 낭비했잖아,실수
너 진짜 싫어,실수
너 별로야,실수
너 재미없어,실수
너 완전 지루해,실수
너 지루해,실수
너 진짜 지루해,실수
재미없어,실수
너 정말 재미없어,실수
너 진짜 재미없어,실수
너 정말 미쳤어,실수
그 말이 아니라 하,실수
그 말이 아니야,실수
그런 적 없는데 무슨 소리야,실수
그런적이 없는데 무슨 소리니,실수
나 그렇게 말한적 없어,실수
내가 물어본 건 그게 아니야,실수
대체 뭐가 좋다는 거야,실수
무슨 소리야,실수
무슨 헛 소리야,실수
무슨말인지 모르겠네,실수
뭐라는거야 갑자기,실수
뭐라는지 모르겠니,실수
뭔 말인데,실수
뭔 헛소리야,실수
아니 그 말이 아닌데,실수
아니 네가 말을 이해 못한다고,실수
아니 네가 헛소리 했어,실수
이해를 못하네,실수
하나도 못 알아 듣네,실수
헛 소리 하네,실수
헛 소리 하는구나,실수
나 실수한건가,실수
나 실수했나,실수
말실수했다,실수
헛소리하네,실수
말을 못 알아들었구나,실수
고의는 아닌데 실수를 한 거 같아,실수
내가 싫어,싫은지질문
내가 싫니,싫은지질문
미워,싫음
미워한다,싫음
밉다 진짜,싫음
친척 대하는 거 불편해,싫음
불공평해,싫음
진짜 싫다,싫음
진짜 개 싫다,싫음
너무 싫고 마음에 안 드는거 있지,싫음
진짜 너무 걔가 싫어서 마음에 안들어,싫음
너무 너무 불만족 스러워,싫음
불 공평해,싫음
불 만족스러워,싫음
불 만족스러워 죽겠네,싫음
아니 어떻게 이렇게 불공평할 수가 있어,싫음
진짜 너무 너무 싫어서 화가 날 정도야,싫음
불만족스러워,싫음
길에서 담배 피우는 사람 싫어,싫음
걔가 그렇게 하는게 마음에 안드네,싫음
그 거 진짜 마음에 안들어,싫음
그렇게 안 했으면 좋겠어,싫음
그렇게 좀 하지 말아줄래,싫음
끔찍하다,싫음
마음에 안들어,싫음
맘에 안들어,싫음
싫다고,싫음
싫어,싫음
와 그 거 끔찍하네,싫음
진짜 끔찍하네,싫음
진짜 마음에 안든다,싫음
진짜 싫어,싫음
진짜 싫음,싫음
너 미워,싫음
너 이러면 미워한다,싫음
너무 불공평한거 같애,싫음
뭔가 불공평해,싫음
나는 안 좋아해,싫음
뭐 좋진 않은거같아,싫음
너도 안 좋아하는구나,싫음
아니 별로 안 좋아해,싫음
안 좋아하는데,싫음
안 좋아해,싫음
심부름 간다,심부름
심부름 다녀올게,심부름
심술나,심술
잘하는 게 없는 것 같아,심심
심심해요,심심
심심한데 뭐하지,심심
심심한데 뭐하면 좋을까,심심
심심한데 뭐 재미있는거 없을까,심심
심심하다,심심
지루한데,심심
심심해,심심
나 지루해,심심
지루해,심심
나 심심해,심심
이거 지루해,심심
무료하다,심심
진짜 심심해 죽겠다,심심
할게 없다,심심
진짜 심심해,심심
개심심하다,심심
아 할거없어,심심
심심해 진짜,심심
심심해 죽겠다,심심
심심아 심심하다,심심
아무도 안 놀아줘,심심
심심하다고,심심
싸운 이유도 기억 안나,싸움
왜 싸웠는지도 기억 안나,싸움
싸우면 안되는데,싸움
친한 친구랑 싸웠어,싸움
친한 친구랑 싸움,싸움
친구랑 싸웠어,싸움
친구랑 말다툼했어,싸움
엄마랑 싸웠어,싸움
언니랑 다퉜어,싸움
만나면 싸워,싸움
만나는게 싫지는 않아,싸움
만나기만 하면 자꾸 싸우게돼,싸움
만나기만 하면 싸워,싸움
선생님이랑 싸웠어,싸움
동생한테 짜증냈어,싸움
베프랑 싸움,싸움
싸우면 자꾸 잠수를 탄다 답답해,싸움
친한 친군한테 뒤통수 맞음,싸움
감정싸움 그만하고 싶어,싸움
오해로 싸움이 시작됐어,싸움
누나랑 싸웠어,싸움
아빠랑 싸웠어,싸움
동생이랑 싸웠어,싸움
동생한테 약점 잡혔어,싸움
동생한테 짜증 냈어,싸움
동생한테 화 냈어,싸움
싸웠어,싸움
싸우다가 울었어,싸움
여자친구랑 싸웠어,싸움
동생이랑 대판 싸움,싸움
남자친구랑 싸웠어,싸움
아내랑 싸웠어,싸움
남편이랑 싸웠어,싸움
친구랑 다퉜어,싸움
오늘 욕먹었어,싸움
부모님 이혼하신대,싸움
싸우느라 지쳤어,싸움
친구가 욕했어,싸움
싸우는거 지친다,싸움
그만 싸우고 싶어,싸움
싸우는거 지쳐,싸움
안 싸우는 법,싸움
싸우면 잠수타는 사람,싸움
이 세상에서 누가 제일 예뻐,아름다움
이 세상에서 제일 예쁜 사람은,아름다움
예쁘다고 말해줘,아름다움
완전 시간 아까워,아쉬움
진짜 아깝다,아쉬움
방금 상황 너무 아까워,아쉬움
데려다 주느라 막차 놓침,아쉬움
아 놓쳤다,아쉬움
놓쳐버렸어,아쉬움
괜히 아까운 시간 버렸다,아쉬움
괜히 농담해서 망했다,아쉬움
괜히 기다렸어,아쉬움
괜히 건들지 말라고,아쉬움
시간 버렸다,아쉬움
아쉬움만 남아,아쉬움
하늘은 왜 내 편이 아닌 것 같아,아쉬움
하늘은 왜 내 편을 안 들어주지,아쉬움
계속 방학이면 좋을텐데,아쉬움
hi 좋은 아침,아침인사
굿 모닝,아침인사
굿모닝,아침인사
반가워 좋은 아침,아침인사
안녕 좋은 아침,아침인사
어이 좋은 아침,아침인사
좋은 아침,아침인사
좋은 아침 되길,아침인사
좋은 아침 보내,아침인사
좋은 아침 잘 잤어,아침인사
하이 좋은 아침,아침인사
헤이 좋은 아침,아침인사
다칠 뻔했어,아픔
넘어질 뻔했어,아픔
넘어졌어,아픔
다쳤어,아픔
뼈가 부러졌어,아픔
상처가 났어,아픔
마른 기침 계속 나오네,아픔
마른 기침 나와,아픔
기침도 편하게 못해,아픔
기침도 못하겠어,아픔
머리 아파,아픔
머리 아픈 거 같애,아픔
머리 한 대 맞은 거 같아,아픔
머리가 너무 아프네,아픔
머리가 띵한게 한 대 맞은거 같아,아픔
머리가 띵해,아픔
머리가 좀 아프다,아픔
머리가 지끈거려,아픔
머리가 콕콕 쑤셔,아픔
머리에서 열날거 같다,아픔
먼지 때문에 목아파,아픔
목 아파,아픔
목이 뻐근해,아픔
목이 뻑뻑해,아픔
목이 칼칼해,아픔
몸살 감기에 걸릴 거 같아,아픔
몸살 나서 힘들어,아픔
몸살 났나봐,아픔
몸에 힘이 하나도 없어,아픔
몸이 무거워,아픔
몸이 영 찌뿌둥해,아픔
몸이 찌뿌둥해,아픔
몸이 천근만근이다,아픔
배 아파서 기분이 안 좋아,아픔
배 아프다,아픔
배 터지겠네,아픔
배 터지겠다,아픔
손 베였어,아픔
손목 아파,아픔
입 안이 다 헐었어,아픔
입이 헐었어,아픔
콧물 질질,아픔
콧물 나네,아픔
코 막혀,아픔
코 근질거려,아픔
콜록콜록,아픔
코맹맹,아픔
허리가 많이 아파,아픔
허리가 계속 아파,아픔
허리 아프다,아픔
허리 아파,아픔
자고 일어났더니 목 아파,아픔
아프면 안 되는데,아픔
아파서 어떡해,아픔
아파,아픔
병원 가야지,아픔
기침도 해,아픔
귀가 윙윙거려,아픔
귀가 간지러,아픔
귀가 가려워,아픔
감기 같아,아픔
감기 걸렸나 봐,아픔
귀 아파,아픔
아프다,아픔
콧물 나와,아픔
맞아서 아파,아픔
맞아서 아프다,아픔
기침 나와,아픔
나 오늘 별로야,아픔
나 오늘 몸이 안 좋아,아픔
몸이 왜 이렇게 아프지,아픔
나 손목이 아파,아픔
나 목이 아파,아픔
나 다리가 아파,아픔
나 머리가 아파,아픔
너무 아파,아픔
아파서 힘들어,아픔
나 입원 해야 된데,아픔
주사 맞고 왔어,아픔
머리가 너무 띵해,아픔
몸살 났어,아픔
몸에 힘이 없어,아픔
너무 아픈데,아픔
다리가 퉁퉁 부었어,아픔
진짜 아파,아픔
근데 오늘 배아파서 힘들었지 뭐야,아픔
너무 아팠어,아픔
머리 아파서 죽을 뻔 했어,아픔
머리 아파서 혼났지,아픔
배 아파서 혼났지 뭐야,아픔
아파 죽겠지 뭐야,아픔
명치쪽이 답답해,아픔
종이에 손 베였어,아픔
넘어져서 발목 삔 거 같애,아픔
농구하다 다쳤어,아픔
농구하다 무르팍 깨짐,아픔
허리가 아파,아픔
눈이 건조해,아픔
눈이 계속 뻑뻑해,아픔
눈이 너무 나빠졌어,아픔
눈이 뻑뻑해,아픔
눈이 아파,아픔
눈이 자꾸 나빠지는 것 같아,아픔
눈이 침침해,아픔
발 부었어,아픔
발목 다쳤어,아픔
발목 삐끗했어,아픔
발목 삔 거 같애,아픔
발목 접질렀어,아픔
열나고 아파,아픔
요즘 속이 안 좋아,아픔
자꾸 설사해,아픔
이 닦았는데 잇몸에서 피나,아픔
다리가 덜덜 떨려,아픔
다리가 부은 거 같아,아픔
다리가 후덜덜,아픔
계속 속이 진짜 안 좋아,아픔
치과 가야 하나,아픔
치과 치료 받아야 할까,아픔
이빨 아파,아픔
잇몸에서 피나는 거 같애,아픔
잇몸이 시려,아픔
이 시려,아픔
이가 차가워,아픔
이 썩은 거 같아,아픔
아니 안 가봤어,안가봤음
가보면 좋을 것 같네,안가봤음
아직 안 가봤어,안가봤음
아직 안가봐서 모르겠네,안가봤음
안 가봤지,안가봤음
그동안 잘 지냈나요,안부
오랜만에 보는 것 같네요,안부인사
안녕 너 잘 지냈냐고,안부인사
어떻게 지내,안부인사
어떻게 지내고 있어,안부인사
무슨 일 있었어요,안부인사
어떻게 지냈어,안부인사
오늘 아침 어땠어,안부인사
오늘 어때,안부인사
오늘 어땠어,안부인사
오늘 저녁 어땠니,안부인사
잘 있었어,안부인사
잘 지내고 있어,안부인사
잘 지내냐고 물어봤어,안부인사
잘 지내니,안부인사
잘 지냈냐,안부인사
잘 지냈어,안부인사
잘 지냈지,안부인사
좋아 잘 지내,안부인사
나 안씻었는데,안씻음
잠 안 자냐,안자냐
잠 안 자니,안자냐
아니 안 했는데,안함
아니 안 했다니까,안함
아니 안 했어,안함
아니 안 했지,안함
그 건 안 해봤어,안해봤음
그런 건 안 해봤지,안해봤음
아니 안해봤지,안해봤음
안 해봤어,안해봤음
안 해봤지,안해봤음
인 거 알아,알고있니
그런 거 알고 있니,알고있니
너 혹시 인 거 알지,알고있니
이 게 제일 좋은 거 너도 알지,알고있니

알려 줘,알려줘
알려달라고,알려줘
아르바이트가 기 싫어,알바
아르바이트 가기 싫다,알바
아르바이트 가기 싫은가 보네,알바
다 알죠,알아
다 아는 거 아닌가,알아
당연히 알지,알아
난 알아,알아
나 진짜 알아,알아
나도 그런 건 알아,알아
넌 어떤 동물이 가장 좋니,애완동물
나 같은 사람은 동물 키우면 안되겠지,애완동물
고양이 동영상 보는 중,애완동물
고양이 키우고 싶어,애완동물
약 먹고 나아야지,약
약 챙겨 먹어야지,약
한약 너무 써,약
한약 먹고 싶지 않다,약
한약 먹기 싫어,약
한약은 왜이렇게 쓰지,약
잘못한 거도 없는데 찔려,양심
양심이 콕콕,양심
양심에 찔려,양심
뭔가 찔려,양심
어둠아 끝나라,어둠
어둠의끝,어둠
고기 어때,어떤지물음
고기 어떠니,어떤지물음
그 거 어때,어떤지물음
그 거 어떠니,어떤지물음
그건 어때,어떤지물음
김치찌개 어때,어떤지물음
나랑 하자,어떤지물음
나랑 하자고,어떤지물음
오 나랑 치자,어떤지물음
오 나랑 하자,어떤지물음
이 거 어때,어떤지물음
이 건 어때,어떤지물음
찌개 어때,어떤지물음
청바지는 어때,어떤지물음
영어 어려워,어려움
수학 어려워,어려움
모든 일이 어려워,어려움
맞춤법이 어려워,어려움
너무 어려워,어려움
말 거는게 어려워,어려움
사람 만나는 거 너무 어려워,어려움
사람 만나는 게 쉽지 않아,어려움
어이가 없어서,어의없음
어이없어,어의없음
어이가 없네,어의없음
어이상실,어의없음
안 물어봤는데,어쩔래
어쩌라고,어쩔래
어쩌라고 하는 건지 모르겠네,어쩔래
어쩌라는 건지,어쩔래
어쩔,어쩔래
어쩔 건데,어쩔래
어쩔건데,어쩔래
얼굴 너무 까매졌어,얼굴
얼굴 너무 탔다,얼굴
엄마가 동생이랑 차별해,엄마
엄마가 동생한테만 잘해줘,엄마
엄마한테 막말했어,엄마
엄마한테 혼났어,엄마
엄마 밥 먹고 싶다,엄마
엄마 밥 생각나,엄마
엄마가 자꾸 나만 시켜,엄마
엄마가 안 왔으면 좋겠어,엄마
엄마 미안해,엄마
엄마한테 미안해,엄마
엄마는 뭐하나,엄마
엄마 보고 싶다,엄마
엄마 생각난다,엄마
엄마 힘들게 했어,엄마
엄마가 나 때문에 힘든 거 같아,엄마
엄마랑 둘이 여행가,엄마
엄마랑 여행 안 가봤는데,엄마
결정적인 물증이 없어,없음
그 거 하나도 없네,없음
밥이 하나도 없어,없음
식탁에 반찬이 하나도 없네,없음
고기 반찬 하나도 없어,없음
신발도 없고 옷도 없어,없음
치약 없어서 이도 못 닦아,없음
없어서 싫어,없음
여친 없으니까 편하네,없음
없어서 좋아졌어,없음
엇갈리는 느낌 싫다,엇갈림
여드름 났어,여드름
여유가 너무 없어,여유
여행 가고 싶은데 시간이 없어,여행
혹시 가보고 싶은 나라 있어,여행
호수 여행 가고싶어,여행
해외여행 어디가지,여행
해외여행 가고파,여행
제주도로 떠나야겠다,여행
제주도 바닷가 가고 싶어,여행
제주도 놀러 가고 싶어요,여행
제주도 가서 살까,여행
제주도 가고 싶어,여행
제주도 가고 싶다,여행
정도 놀러가고 싶다,여행
오로라 보러 여행 가고 싶다,여행
오로라 보러 가고 싶다,여행
오늘 여행 간데,여행
여행을 떠날 거야,여행
여행을 떠나면 좋겠지,여행
여행가고 싶다,여행
여행 어디로 갈까,여행
여행 갈 건데 어디로 가지,여행
여행 가야지,여행
여행 가고싶다,여행
여행 가고 싶은 나라 있어,여행
여수 가기로 했어,여행
어떤 나라가 제일 좋아,여행
어디로 여행가지,여행
어디로 여행 갈까,여행
어디로 떠날까,여행
바다보고싶다,여행
멀리 떠나고 싶어지네,여행
떠나고 싶구나,여행
놀이공원 갈래,여행
놀이공원 가고 싶어,여행
놀러가고 싶다,여행
놀러 가고 싶은데,여행
놀러 가고 싶다,여행
놀고 싶다,여행
내일 여행갈거야,여행
내일 여행 간데,여행
나는 브라질이 제일 좋아,여행
기차여행 가고 싶어,여행
기차 타고 여행 가고 싶어,여행
가족여행 가야지,여행
가족들이랑 여행 갈거야,여행
가족들이랑 어디 가지,여행
가족끼리 여행간다,여행
가족 여행 어디로 가지,여행
가보고 싶은 나라 있니,여행
나 미국에 가보고싶어,여행
여행 가고싶네,여행
유럽여행 가고싶다,여행
잘 생긴 남자 친구 생기면 좋겠네,연애
예쁜 여자친구 만나고 싶어,연애
여자친구 너무 예뻐,연애
여자 친구 만나고 싶은데,연애
여자 친구 만나고 싶네,연애
남자친구 잘 생겼어,연애
남자 친구 생겼으면 좋겠어,연애
넌 연애하고 싶니,연애질문
내 짝은 어디있을까,연애질문
개도 날 좋아할까,연애질문
개도 날 좋아하려나,연애질문
연예인도 힘들겠지,연예인
연예인도 힘들겠다,연예인
연예인도 힘든게 있겠지,연예인
연예인 되면 피곤하겠지,연예인
연예인 되는 방법,연예인
연예인 되고 싶어,연예인
영화가 재미 없어,영화
영화봤는데 재미 없어,영화
영화 볼 생각이야,영화
영화 볼 거야,영화
난 별로 안좋아해 영화,영화
명량 꿀잼,영화
명량 봤어,영화
무슨 영화 볼까,영화
무슨 영화 좋아해,영화
미니언즈 봤어,영화
스파이더 맨,영화
스파이더맨,영화
아이언 맨,영화
아이언맨,영화
아이언맨 봤어,영화
어떤 영화 봤어,영화
어벤져스 봤니,영화
영화 좋아하니,영화
영화 추천해줄래,영화
영화 추천해줘,영화
증인 봤니,영화
타노스,영화
테이큰 보고왔어,영화
토르,영화
해리포터,영화
헐크,영화
호빗,영화
영화보고 왔다,영화
스타워즈 진짜 재밌어,영화
스타워즈 ,영화
캡틴아메리카,영화
그루트,영화
가디언즈 오브 갤럭시,영화
트랜스포머,영화
너 헐크 영화 봤니,영화
어제 어벤져스 보고왔어,영화
트랜스포머 새로 나왔데 ,영화
다크나이트 제일 좋아,영화
울버린 엑스맨 영화 재밌어,영화
공복이면 예민함,예민함
공복이라 예민해,예민함
공복이라 신경이 예민해져,예민함
다른 건 무감각한데 이건 예민해,예민함
오늘 그런 거 하려고,오늘일정
아 이제 곧 학교가야되네,오늘일정
오늘 친구 생일 파티에 가요,오늘일정
오랜만에 아침 먹었어,오랜만에
오랜만에 서점에 갔었어,오랜만에
새 옷 샀다,옷
양말에 빵꾸난 거 봤나,옷
양말 구멍 난거 지금 봄,옷
양말 구멍 났다,옷
옷 걸 데가 없어,옷
나 새 옷 샀다,옷
뭐 입고 가지,옷
뭐 입고 나가지,옷
뭐 입지,옷
바지 입을까 치마 입을까,옷
빵꾸난 양말 봤나,옷
입을 거 없다,옷
오늘 뭐 입지,옷
은근히 따돌림 당하는 기분이 들어,왕따
왕따인가 봄,왕따
왕따된 거 같아,왕따
나는 친구가 없어,왕따
나 왕따인거 같아,왕따
나 왕따야,왕따
반에 친구가 없어,왕따
문 잠겼는데 집에 아무도 없네,외로움
문자보낼 친구도 없어,외로움
왜 이렇게 쓸쓸하지,외로움
쓸쓸하다,외로움
혼자인게 좋다,외로움
혼자서는 어려워,외로움
혼자는 힘드네,외로움
혼자 뿐이야,외로움
진짜 외롭구나,외로움
진짜 외로워서 그래,외로움
정말 외롭구나,외로움
정말 외로워서 힘들어,외로움
외롭다,외로움
외롭구나,외로움
외로워서 힘들어,외로움
외로워,외로움
너무 외로운데,외로움
너무 고독해,외로움
나 혼자야,외로움
나 진짜 외로워서 눈물 나,외로움
나 정말 외로워,외로움
나 외로워,외로움
나 외로운 것 같아,외로움
나 엄청 외로워,외로움
나 많이 외로워,외로움
마음 둘 곳이 없어,외로움
마음이 울적해,외로움
마음이 허해,외로움
남자친구 사귀고 싶어,외로움
놀아 줄 사람 없어,외로움
놀아줄 친구 없네,외로움
다 떠나가네,외로움
모두 다 떠나가네,외로움
사귀고 싶어,외로움
애인 사귀고 싶어,외로움
여자친구 사귀고 싶다,외로움
진짜 친구 사귀고 싶어,외로움
진짜 친구 없는 거 같애,외로움
친구 사귀고 싶네,외로움
친구 없어,외로움
친구 좀 사귀고 싶다,외로움
친구가 다 떠나 갔어,외로움
친구가 없어,외로움
너무 외로워,외로움
사람 사이에 있어도 외로워,외로움
놀아 줄 사람이 없어,외로움
고독한 밤,외로움
외모에 자신이 없어,외모
오늘 나 좀 잘생겨 보인다,외모
나 너무 못 생겼어,외모
내 외모 맘에 안들어,외모
초능력을 줘,요구
무슨 요리 할건데,요리
화요일,요일
오늘은 화요일이네,요일
화요일도 화이팅,요일
화요일이야,요일
별 거 없는 화요일,요일
수요일,요일
수요일이네,요일
오늘 수요일이네,요일
오늘 그냥 수요일잊,요일
목요일,요일
목요일 밤에 약속 있어,요일
목요일이다 오늘은,요일
목요일이다,요일
목요일이네,요일
그만 살고싶어,욕구
그만 살고 싶네,욕구
그만 두고 나오고 싶어,욕구
그만 둬버리고 싶어,욕구
오늘 그냥 쉬고 싶다,욕구
후회 없이 사랑하고 싶어,욕구
친구 많이 사귀고 싶어,욕구
인기 많아지고 싶어,욕구
옷 사고 싶어,욕구
염력을 쓰고 싶어,욕구
아이언맨이 되고 싶어,욕구
부자 되고 싶다,욕구
똑똑해지고 싶어,욕구
똑똑해지고 싶다,욕구
공연 보러 가고 싶어,욕구
공연 보고 싶어,욕구
예뻐지려면 어떡해야 할까,욕구
잘생겨지고 싶어,욕구
잘 생겨지고 싶어,욕구
공부 잘하고 싶다,욕구
운동 잘하고 싶다,욕구
노래 잘하고 싶다,욕구
키 크고 싶어,욕구
다이어트할까,욕구
날씬해지고 싶어,욕구
운동 어렵다,욕구
몸이 무거워,욕구
장갑 사고 싶다,욕구
쉬고 싶다,욕구
멋지게 살고 싶어,욕구
모자 사고 싶네,욕구
장난감 사고 싶어,욕구
하늘을 날고 싶어,욕구
핸드폰 바꾸고 싶다,욕구
성공하고 싶다,욕구
잘 살고 싶어,욕구
놀이동산 가고 싶어,욕구
선물 주세요,욕구
선물받고 싶어,욕구
아무것도 하고 싶지 않으면서 아무거나 하고 싶어,욕구
나 바뀌고 싶어,욕구
항상 당당하고 싶어,욕구
울적해서 거리를 걷고 있어,우울함
울적해 울고 싶어,우울함
울적한 기분이 안 없어져,우울함
울적한 기분,우울함
울적하다,우울함
기분 울적해서 좀 걷고 있어,우울함
기분 나쁜 농담을 계속하고 있어,우울함
기분 꿀꿀해,우울함
우정이란게 뭘까,우정
우정이 뭘까,우정
우정이 뭐야,우정
오늘 운이 안 좋았어,운
오늘 운이 꽝이다,운
스트레칭 해야지,운동
스트레칭 해야 되는데,운동
수영 배울까,운동
수영하러 다닐까,운동
운동해야지,운동
운동해도 살이 안 빠져,운동
운동하면 뭐 하나,운동
운동하다 다칠뻔,운동
운동을 너무 열심히 했어,운동
운동 좀 해야겠다,운동
운동 좀 잘 하고 싶다 진짜,운동
운동 잘하는 사람 멋있어,운동
운동 잘 하고 싶어,운동
운동 매일하기 힘들다,운동
운동 매일러 가기 힘들다,운동
운동 갔다 다칠 뻔했어,운동
농구해야지,운동
주말에 스키장 간다,운동
농구하러 가야지,운동
스키 안 타봤어,운동
스키 처음 타 봐,운동
스키장 간다,운동
수영 잘하고 싶어,운동
아침 일찍 일어나 조깅하고 있어,운동
수영장 같이 가려고 해,운동
축구하러 가야지,운동
축구 잘해,운동
나 축구는 진짜 잘해,운동
우연이 만났는데 운명이 됐어,운명
우연이 운명이 됐어,운명
운명인가,운명
운명인 것 같아,운명
운명이 있을까,운명
운명 같은 사랑 가능할까,운명
웃겨봐,웃겨줘
웃겨 줘,웃겨줘
깔깔깔,웃김
깔깔깔깔,웃김
꿀잼,웃김
웃겨 죽겠어,웃김
크크큭,웃김
크큭,웃김
큭큭,웃김
키키,웃김
키키키,웃김
키킥,웃김
흐흐,웃김
히히,웃김
웃겨,웃김
헤헤,웃음
헤헷,웃음
히히,웃음
하하하,웃음
하하,웃음
아하 깔깔깔,웃음
아하하,웃음
저 좀 웃게 해주세요,웃음
월요일,월요일
월요일이야,월요일
월요병이지,월요일
월요일 극혐,월요일
월요일 만큼 싫은 것도 없지,월요일
난 오히려 월요일이 좋던데,월요일
월요일인 만큼 열심히 해보자,월요일
한 주의 시작 월요일 잘 버티자,월요일
월요일이 제일 싫다 진짜,월요일
월요일 너무 싫다,월요일
월요일이 제일 싫어,월요일
월요일엔 일 가잖아 싫다,월요일
위기야,위기
위기에 빠졌어,위기
절체 절명의 위기 상황이야,위기
지금 엄청 위기야,위기
위기에서 빠져 나와야해,위기
이렇게 위기에 빠진적도 처음이군,위기
내가 이렇게나 위기에 빠지다니,위기
격려 좀 해줘,위로요청
격려가 필요해,위로요청
위로 해줄래,위로요청
나 위로좀 해줄래,위로요청
나 위로좀 해줘,위로요청
위로해줘,위로요청
위로좀 해줘,위로요청
격려해줘,위로요청
격려좀 해줄래,위로요청
나 너무 위로가 필요해,위로요청
나 너무 격려가 필요해,위로요청
나 좀 위로 해줄래,위로요청
나 좀 격려 해줄래,위로요청
나한테 위로 좀 해줘,위로요청
나한테 격려 좀 해줘,위로요청
힘 들었겠어,위로함
힘 들었겠네 울지마,위로함
힘 들겠다,위로함
힘 들었을거야,위로함
울지마,위로함
괜찮아 잘 될거야,위로함
괜찮아요 잘 될거야,위로함
그래도 잘 될거야,위로함
잘 되겠지,위로함
잘 될거에요,위로함
고생 많았어,위로함
고생했다,위로함
고생했어,위로함
진짜 고생했어,위로함
힘들었겠다,위로함
힘들었겠다 고생 많았어,위로함
진짜 고생 하셧겠어요,위로함
진짜 힘드시겠어요,위로함
힘드시겠어요,위로함
괜찮아요 잘 될거에요,위로함
고생하셧겠어요,위로함
고생하셧어요,위로함
진짜 고생하셧네요,위로함
고생하셧네요,위로함
힘드시겠네요,위로함
잘 될거야,위로함
다 잘 될거야,위로함
잘 풀릴거야,위로함
잘 해결될거야,위로함
잘 해결될거에요,위로함
오늘 하루도 고생하셧어요,위로함
오늘 하루도 힘드셧겠어요,위로함
정말 고생하셧어요,위로함
지금 말할 수 있어,위치
여기에 있니,위치
여기 있네,위치
어디 있니,위치
아직도 있니,위치
아직도 있구나,위치
아직 있니,위치
네 회사는 어디야,위치
네 회사 위치는 어디야,위치
네 직장은 어디에 있어,위치
네 사무실은 어디야,위치
네 사무실 위치가 어디야,위치
네 사무실 위치,위치
넌 직업이 있니,위치
넌 어디 다녀,위치
넌 뭐 먹고 살아,위치
너 거기 있니,위치
너 거기 있구나,위치
어디로 갈 지 모르겠네,위치
어디로 갈건데,위치
어디로 갈건지,위치
어디로 갈까,위치
